11/11/2021 19:35:05.999;11/11/2021 19:35:06.999;11/11/2021 19:35:07.999;11/11/2021 19:35:08.999;11/11/2021 19:35:09.999
1.390127;1.387639;1.387469;1.387519;1.387855
1.387510;1.385188;1.384977;1.385013;1.385319
1.384999;1.382648;1.382434;1.382470;1.382755
1.382457;1.380012;1.379789;1.379826;1.380146
1.379843;1.377265;1.377012;1.377079;1.377294
1.377099;1.374483;1.374210;1.374307;1.374512
1.374216;1.371751;1.371511;1.371583;1.371709
1.371429;1.368879;1.368649;1.368722;1.368829
1.368579;1.365970;1.365719;1.365799;1.365873
1.365682;1.362872;1.362635;1.362718;1.362759
1.362629;1.359684;1.359447;1.359569;1.359583
1.359445;1.356573;1.356319;1.356394;1.356399
1.356372;1.353290;1.353031;1.353164;1.353189
1.353155;1.349995;1.349764;1.349865;1.349883
1.349889;1.346483;1.346316;1.346421;1.346475
1.346520;1.343018;1.342945;1.343017;1.343075
1.343082;1.339701;1.339674;1.339754;1.339792
1.339787;1.336340;1.336334;1.336462;1.336470
1.336437;1.333016;1.333030;1.333123;1.333108
1.333100;1.329478;1.329570;1.329659;1.329668
1.329664;1.326039;1.326113;1.326225;1.326168
1.326089;1.322627;1.322742;1.322856;1.322725
1.322684;1.319085;1.319180;1.319383;1.319178
1.319155;1.315569;1.315655;1.315836;1.315526
1.315551;1.311711;1.311835;1.312017;1.311760
1.311842;1.307938;1.308045;1.308172;1.307855
1.307969;1.304109;1.304257;1.304413;1.304073
1.304173;1.300207;1.300290;1.300490;1.300112
1.300249;1.296250;1.296326;1.296511;1.296127
1.296340;1.292106;1.292125;1.292298;1.291989
1.292230;1.288056;1.287973;1.288117;1.287845
1.288034;1.283957;1.283844;1.283988;1.283758
1.283957;1.279867;1.279639;1.279771;1.279576
1.279742;1.275700;1.275449;1.275566;1.275455
1.275526;1.271373;1.271056;1.271118;1.271094
1.271192;1.267105;1.266755;1.266789;1.266819
1.266776;1.262778;1.262453;1.262480;1.262608
1.262448;1.258440;1.258091;1.258093;1.258210
1.258022;1.253992;1.253724;1.253682;1.253840
1.253607;1.249375;1.249162;1.249117;1.249244
1.249057;1.244832;1.244624;1.244594;1.244674
1.244369;1.240237;1.240026;1.240044;1.240153
1.239799;1.235583;1.235375;1.235397;1.235447
1.235132;1.230859;1.230693;1.230739;1.230751
1.230435;1.225976;1.225837;1.225818;1.225846
1.225630;1.221144;1.220934;1.220951;1.220968
1.220742;1.216303;1.216093;1.216111;1.216100
1.215883;1.211381;1.211154;1.211139;1.211169
1.210995;1.206410;1.206176;1.206162;1.206182
1.206115;1.201272;1.201069;1.201043;1.201043
1.201074;1.196178;1.195951;1.195943;1.195951
1.196009;1.191096;1.190870;1.190856;1.190852
1.190910;1.185951;1.185726;1.185731;1.185764
1.185805;1.180748;1.180551;1.180539;1.180589
1.180634;1.175392;1.175225;1.175166;1.175262
1.175354;1.170075;1.169906;1.169854;1.170011
1.170002;1.164799;1.164620;1.164545;1.164764
1.164693;1.159402;1.159283;1.159159;1.159467
1.159366;1.153952;1.153886;1.153768;1.154120
1.153945;1.148399;1.148406;1.148214;1.148617
1.148456;1.142852;1.142870;1.142678;1.143087
1.142814;1.137375;1.137408;1.137179;1.137568
1.137282;1.131785;1.131817;1.131617;1.131965
1.131724;1.126207;1.126207;1.126008;1.126347
1.126070;1.120421;1.120436;1.120273;1.120518
1.120350;1.114703;1.114669;1.114509;1.114746
1.114509;1.109023;1.108987;1.108797;1.108978
1.108743;1.103157;1.103140;1.102979;1.103131
1.102942;1.097349;1.097312;1.097156;1.097262
1.097111;1.091285;1.091317;1.091192;1.091292
1.091173;1.085317;1.085331;1.085206;1.085325
1.085149;1.079334;1.079394;1.079266;1.079361
1.079264;1.073264;1.073327;1.073231;1.073397
1.073252;1.067233;1.067288;1.067178;1.067371
1.067234;1.060985;1.060985;1.060914;1.061157
1.061102;1.054802;1.054815;1.054697;1.054970
1.054820;1.048664;1.048597;1.048541;1.048816
1.048646;1.042415;1.042299;1.042234;1.042551
1.042329;1.036108;1.036057;1.035999;1.036278
1.036069;1.029673;1.029572;1.029508;1.029845
1.029613;1.023307;1.023237;1.023108;1.023409
1.023078;1.016842;1.016883;1.016783;1.017021
1.016659;1.010387;1.010461;1.010307;1.010530
1.010188;1.003910;1.004006;1.003901;1.004083
1.003653;0.997216;0.997360;0.997318;0.997419
0.997081;0.990607;0.990806;0.990757;0.990784
0.990417;0.984006;0.984271;0.984257;0.984241
0.983849;0.977339;0.977618;0.977641;0.977560
0.977277;0.970639;0.970902;0.971018;0.970887
0.970666;0.963836;0.964098;0.964240;0.964081
0.963907;0.957056;0.957342;0.957503;0.957354
0.957162;0.950310;0.950551;0.950738;0.950631
0.950454;0.943501;0.943754;0.943905;0.943806
0.943636;0.936660;0.936908;0.937061;0.936978
0.936793;0.929677;0.929909;0.930022;0.930004
0.929856;0.922718;0.923003;0.923066;0.923064
0.922827;0.915828;0.916026;0.916098;0.916129
0.915897;0.908856;0.909052;0.909026;0.909109
0.908839;0.901815;0.901996;0.901940;0.902040
0.901784;0.894673;0.894812;0.894740;0.894858
0.894655;0.887517;0.887681;0.887591;0.887655
0.887396;0.880405;0.880543;0.880396;0.880480
0.880294;0.873213;0.873307;0.873188;0.873203
0.873075;0.865992;0.866073;0.865970;0.865912
0.865817;0.858617;0.858663;0.858616;0.858542
0.858521;0.851322;0.851320;0.851279;0.851120
0.851164;0.844069;0.844045;0.843998;0.843790
0.843867;0.836645;0.836616;0.836606;0.836389
0.836492;0.829275;0.829222;0.829173;0.828977
0.829185;0.821736;0.821725;0.821689;0.821488
0.821723;0.814228;0.814245;0.814215;0.814021
0.814221;0.806769;0.806793;0.806730;0.806619
0.806795;0.799186;0.799236;0.799170;0.799075
0.799271;0.791644;0.791668;0.791622;0.791581
0.791728;0.783916;0.784014;0.783916;0.783973
0.784079;0.776291;0.776343;0.776231;0.776377
0.776379;0.768677;0.768738;0.768617;0.768803
0.768770;0.760974;0.760972;0.760921;0.761069
0.761094;0.753317;0.753288;0.753210;0.753421
0.753361;0.745488;0.745419;0.745391;0.745581
0.745625;0.737748;0.737599;0.737624;0.737793
0.737772;0.729984;0.729851;0.729882;0.729992
0.730052;0.722069;0.721970;0.722065;0.722121
0.722266;0.714285;0.714133;0.714309;0.714271
0.714411;0.706264;0.706129;0.706375;0.706290
0.706522;0.698347;0.698200;0.698497;0.698344
0.698522;0.690467;0.690342;0.690631;0.690461
0.690621;0.682482;0.682348;0.682622;0.682510
0.682613;0.674483;0.674419;0.674654;0.674562
0.674614;0.666392;0.666372;0.666543;0.666502
0.666528;0.658399;0.658380;0.658476;0.658436
0.658391;0.650362;0.650393;0.650411;0.650434
0.650336;0.642343;0.642319;0.642312;0.642363
0.642242;0.634298;0.634260;0.634155;0.634255
0.634053;0.626061;0.626038;0.625902;0.625997
0.625880;0.617934;0.617870;0.617676;0.617779
0.617598;0.609819;0.609713;0.609545;0.609609
0.609449;0.601604;0.601474;0.601307;0.601369
0.601218;0.593333;0.593219;0.593075;0.593107
0.592937;0.584967;0.584825;0.584780;0.584761
0.584668;0.576668;0.576512;0.576510;0.576468
0.576255;0.568317;0.568256;0.568264;0.568234
0.568045;0.559987;0.559901;0.559973;0.559925
0.559738;0.551603;0.551572;0.551667;0.551606
0.551411;0.543114;0.543154;0.543176;0.543191
0.543044;0.534707;0.534792;0.534767;0.534754
0.534605;0.526365;0.526441;0.526351;0.526427
0.526257;0.517882;0.517993;0.517894;0.517945
0.517805;0.509423;0.509577;0.509382;0.509483
0.509362;0.500884;0.501029;0.500795;0.500922
0.500842;0.492312;0.492482;0.492208;0.492321
0.492209;0.483810;0.484003;0.483702;0.483826
0.483717;0.475250;0.475376;0.475093;0.475205
0.475100;0.466636;0.466788;0.466568;0.466605
0.466520;0.457940;0.458077;0.457883;0.457917
0.457915;0.449317;0.449426;0.449270;0.449271
0.449198;0.440741;0.440840;0.440731;0.440726
0.440661;0.432043;0.432193;0.432050;0.432048
0.431995;0.423411;0.423542;0.423502;0.423446
0.423374;0.414654;0.414739;0.414766;0.414726
0.414672;0.405986;0.406057;0.406134;0.406044
0.405959;0.397347;0.397379;0.397480;0.397407
0.397310;0.388589;0.388672;0.388803;0.388675
0.388607;0.379907;0.379999;0.380117;0.380043
0.379934;0.371084;0.371135;0.371264;0.371201
0.371146;0.362298;0.362421;0.362550;0.362464
0.362382;0.353612;0.353717;0.353799;0.353767
0.353667;0.344765;0.344946;0.344977;0.344931
0.344886;0.335964;0.336168;0.336176;0.336198
0.336126;0.327026;0.327289;0.327241;0.327265
0.327301;0.318189;0.318441;0.318387;0.318455
0.318370;0.309352;0.309629;0.309541;0.309652
0.309595;0.300453;0.300747;0.300634;0.300782
0.300790;0.291587;0.291871;0.291761;0.291922
0.291901;0.282621;0.282861;0.282718;0.282874
0.283011;0.273771;0.273941;0.273800;0.273967
0.274051;0.264913;0.265051;0.264941;0.265031
0.265187;0.256023;0.256132;0.256009;0.256052
0.256357;0.247141;0.247155;0.247084;0.247138
0.247420;0.238118;0.238185;0.238115;0.238061
0.238446;0.229180;0.229278;0.229192;0.229137
0.229410;0.220286;0.220362;0.220295;0.220175
0.220493;0.211306;0.211433;0.211378;0.211266
0.211573;0.202374;0.202492;0.202422;0.202315
0.202459;0.193350;0.193444;0.193421;0.193278
0.193481;0.184413;0.184480;0.184464;0.184313
0.184360;0.175469;0.175539;0.175508;0.175350
0.175365;0.166478;0.166520;0.166553;0.166342
0.166335;0.157518;0.157495;0.157558;0.157362
0.157292;0.148451;0.148405;0.148472;0.148263
0.148293;0.139463;0.139383;0.139489;0.139233
0.139139;0.130478;0.130403;0.130557;0.130234
0.130211;0.121393;0.121328;0.121492;0.121217
0.121181;0.112388;0.112325;0.112503;0.112176
0.112162;0.103232;0.103197;0.103416;0.103143
0.103203;0.094190;0.094179;0.094335;0.094079
0.094054;0.085162;0.085219;0.085368;0.085137
0.085115;0.076070;0.076165;0.076257;0.076157
0.076065;0.067015;0.067153;0.067135;0.067095
0.067061;0.057847;0.057963;0.057997;0.058056
0.057949;0.048778;0.048850;0.048780;0.048888
0.048764;0.039648;0.039728;0.039654;0.039854
0.039747;0.030506;0.030515;0.030400;0.030668
0.030529;0.021385;0.021342;0.021260;0.021540
0.021389;0.012177;0.012114;0.012045;0.012307
0.012186;0.003117;0.002958;0.002942;0.003142
0.002992;-0.005901;-0.006087;-0.006050;-0.005867
-0.006015;-0.014950;-0.015187;-0.015160;-0.014993
-0.015125;-0.023923;-0.024192;-0.024070;-0.023977
-0.024066;-0.032994;-0.033288;-0.033145;-0.033078
-0.033144;-0.042007;-0.042229;-0.042096;-0.042081
-0.042162;-0.050956;-0.051190;-0.051007;-0.051005
-0.051061;-0.059958;-0.060161;-0.060039;-0.060010
-0.060092;-0.068971;-0.069149;-0.068972;-0.068885
-0.069031;-0.078059;-0.078247;-0.078087;-0.077993
-0.078057;-0.087135;-0.087253;-0.087031;-0.087051
-0.087075;-0.096183;-0.096248;-0.096066;-0.095986
-0.096051;-0.105232;-0.105281;-0.105125;-0.105085
-0.105041;-0.114243;-0.114297;-0.114096;-0.114083
-0.113990;-0.123357;-0.123425;-0.123289;-0.123276
-0.123125;-0.132359;-0.132422;-0.132263;-0.132320
-0.132195;-0.141345;-0.141413;-0.141295;-0.141338
-0.141206;-0.150348;-0.150425;-0.150315;-0.150428
-0.150212;-0.159304;-0.159392;-0.159297;-0.159395
-0.159218;-0.168352;-0.168498;-0.168376;-0.168536
-0.168297;-0.177360;-0.177530;-0.177339;-0.177519
-0.177311;-0.186239;-0.186462;-0.186311;-0.186440
-0.186298;-0.195217;-0.195410;-0.195259;-0.195360
-0.195228;-0.204183;-0.204406;-0.204204;-0.204284
-0.204197;-0.213189;-0.213423;-0.213190;-0.213310
-0.213189;-0.222179;-0.222381;-0.222126;-0.222169
-0.222223;-0.231034;-0.231307;-0.231082;-0.231086
-0.231134;-0.240024;-0.240208;-0.239981;-0.239969
-0.240048;-0.248923;-0.249126;-0.248891;-0.248878
-0.249058;-0.257956;-0.258090;-0.257901;-0.257843
-0.257993;-0.266898;-0.267029;-0.266870;-0.266761
-0.267024;-0.275744;-0.275828;-0.275754;-0.275582
-0.275896;-0.284702;-0.284747;-0.284696;-0.284491
-0.284792;-0.293602;-0.293614;-0.293602;-0.293410
-0.293704;-0.302627;-0.302539;-0.302558;-0.302340
-0.302547;-0.311522;-0.311440;-0.311491;-0.311248
-0.311534;-0.320369;-0.320238;-0.320281;-0.320092
-0.320297;-0.329256;-0.329169;-0.329142;-0.328970
-0.329137;-0.338055;-0.338000;-0.337927;-0.337815
-0.337951;-0.346980;-0.346943;-0.346777;-0.346782
-0.346731;-0.355726;-0.355786;-0.355580;-0.355619
-0.355644;-0.364394;-0.364509;-0.364177;-0.364326
-0.364329;-0.373105;-0.373311;-0.372914;-0.373131
-0.373116;-0.381745;-0.382026;-0.381584;-0.381845
-0.381784;-0.390548;-0.390828;-0.390309;-0.390608
-0.390549;-0.399207;-0.399524;-0.399028;-0.399319
-0.399365;-0.407766;-0.408080;-0.407608;-0.407859
-0.407946;-0.416417;-0.416783;-0.416298;-0.416555
-0.416664;-0.425011;-0.425329;-0.424924;-0.425147
-0.425253;-0.433764;-0.434067;-0.433728;-0.433854
-0.433905;-0.442348;-0.442626;-0.442377;-0.442510
-0.442613;-0.450917;-0.451206;-0.450964;-0.451003
-0.451169;-0.459489;-0.459814;-0.459652;-0.459640
-0.459784;-0.468071;-0.468340;-0.468193;-0.468210
-0.468256;-0.476742;-0.477017;-0.476953;-0.476844
-0.476859;-0.485294;-0.485511;-0.485518;-0.485402
-0.485445;-0.493819;-0.494015;-0.494021;-0.493889
-0.493892;-0.502319;-0.502530;-0.502582;-0.502484
-0.502359;-0.510848;-0.510958;-0.511018;-0.510927
-0.510820;-0.519441;-0.519539;-0.519619;-0.519567
-0.519326;-0.527928;-0.527964;-0.528091;-0.528020
-0.527829;-0.536346;-0.536332;-0.536454;-0.536437
-0.536227;-0.544764;-0.544771;-0.544864;-0.544919
-0.544642;-0.553217;-0.553124;-0.553234;-0.553272
-0.553005;-0.561643;-0.561574;-0.561688;-0.561734
-0.561429;-0.570022;-0.569912;-0.569971;-0.570052
-0.569812;-0.578285;-0.578220;-0.578263;-0.578349
-0.578107;-0.586617;-0.586470;-0.586473;-0.586627
-0.586405;-0.594890;-0.594743;-0.594712;-0.594834
-0.594678;-0.603192;-0.603101;-0.603029;-0.603139
-0.602983;-0.611447;-0.611315;-0.611192;-0.611341
-0.611300;-0.619575;-0.619496;-0.619323;-0.619445
-0.619489;-0.627726;-0.627675;-0.627486;-0.627567
-0.627707;-0.635873;-0.635790;-0.635644;-0.635687
-0.635864;-0.643998;-0.643997;-0.643834;-0.643855
-0.644014;-0.652150;-0.652095;-0.651993;-0.651901
-0.652190;-0.660132;-0.660063;-0.660044;-0.659938
-0.660201;-0.668166;-0.668075;-0.668081;-0.667931
-0.668206;-0.676186;-0.675995;-0.676124;-0.675905
-0.676211;-0.684222;-0.683994;-0.684146;-0.683982
-0.684143;-0.692190;-0.691991;-0.692115;-0.691953
-0.692148;-0.700017;-0.699819;-0.699961;-0.699840
-0.700024;-0.707967;-0.707670;-0.707834;-0.707783
-0.707864;-0.715779;-0.715535;-0.715711;-0.715666
-0.715756;-0.723733;-0.723441;-0.723584;-0.723600
-0.723605;-0.731573;-0.731323;-0.731426;-0.731506
-0.731518;-0.739311;-0.739070;-0.739133;-0.739293
-0.739222;-0.747159;-0.746847;-0.746962;-0.747104
-0.747006;-0.754826;-0.754569;-0.754621;-0.754827
-0.754752;-0.762635;-0.762416;-0.762435;-0.762601
-0.762473;-0.770272;-0.770127;-0.770164;-0.770328
-0.770272;-0.777824;-0.777676;-0.777706;-0.777900
-0.777830;-0.785437;-0.785316;-0.785369;-0.785497
-0.785475;-0.792966;-0.792842;-0.792910;-0.792998
-0.792983;-0.800568;-0.800519;-0.800543;-0.800573
-0.800544;-0.808023;-0.808015;-0.808104;-0.808065
-0.808150;-0.815462;-0.815464;-0.815494;-0.815444
-0.815532;-0.822877;-0.822908;-0.823003;-0.822901
-0.822994;-0.830227;-0.830249;-0.830414;-0.830227
-0.830387;-0.837752;-0.837730;-0.837950;-0.837681
-0.837826;-0.845077;-0.845073;-0.845315;-0.845093
-0.845280;-0.852394;-0.852274;-0.852634;-0.852360
-0.852526;-0.859681;-0.859579;-0.859990;-0.859689
-0.859841;-0.866934;-0.866759;-0.867195;-0.866950
-0.867037;-0.874307;-0.874131;-0.874572;-0.874295
-0.874336;-0.881493;-0.881296;-0.881801;-0.881528
-0.881598;-0.888680;-0.888448;-0.888914;-0.888674
-0.888714;-0.895773;-0.895587;-0.896069;-0.895827
-0.895877;-0.902827;-0.902703;-0.903093;-0.902874
-0.902958;-0.909979;-0.909919;-0.910221;-0.910045
-0.910097;-0.916996;-0.916959;-0.917262;-0.917085
-0.917218;-0.923959;-0.923946;-0.924169;-0.923973
-0.924246;-0.930892;-0.930877;-0.931103;-0.930929
-0.931170;-0.937783;-0.937847;-0.937955;-0.937792
-0.938060;-0.944710;-0.944780;-0.944871;-0.944732
-0.944935;-0.951566;-0.951610;-0.951668;-0.951568
-0.951817;-0.958339;-0.958344;-0.958436;-0.958326
-0.958521;-0.965064;-0.965053;-0.965104;-0.965104
-0.965223;-0.971774;-0.971731;-0.971793;-0.971774
-0.971857;-0.978501;-0.978495;-0.978574;-0.978543
-0.978562;-0.985191;-0.985146;-0.985212;-0.985188
-0.985245;-0.991738;-0.991685;-0.991780;-0.991732
-0.991811;-0.998248;-0.998275;-0.998349;-0.998256
-0.998371;-1.004775;-1.004813;-1.004865;-1.004738
-1.004850;-1.011338;-1.011350;-1.011416;-1.011263
-1.011388;-1.017789;-1.017843;-1.017911;-1.017673
-1.017981;-1.024173;-1.024150;-1.024259;-1.024040
-1.024333;-1.030521;-1.030520;-1.030608;-1.030343
-1.030676;-1.036792;-1.036789;-1.036896;-1.036638
-1.037053;-1.043179;-1.043173;-1.043272;-1.042984
-1.043297;-1.049452;-1.049441;-1.049583;-1.049308
-1.049647;-1.055541;-1.055572;-1.055692;-1.055489
-1.055784;-1.061729;-1.061722;-1.061852;-1.061678
-1.061944;-1.067780;-1.067816;-1.067976;-1.067830
-1.068013;-1.073955;-1.073959;-1.074106;-1.074045
-1.074090;-1.080033;-1.079987;-1.080192;-1.080140
-1.080229;-1.085963;-1.085898;-1.086087;-1.086138
-1.086100;-1.091946;-1.091802;-1.091958;-1.092076
-1.092010;-1.097782;-1.097631;-1.097766;-1.097951
-1.097914;-1.103810;-1.103601;-1.103709;-1.103896
-1.103698;-1.109618;-1.109409;-1.109489;-1.109715
-1.109593;-1.115355;-1.115113;-1.115135;-1.115363
-1.115240;-1.121063;-1.120865;-1.120847;-1.121066
-1.120896;-1.126668;-1.126523;-1.126409;-1.126631
-1.126542;-1.132388;-1.132274;-1.132113;-1.132294
-1.132147;-1.137905;-1.137878;-1.137732;-1.137919
-1.137823;-1.143391;-1.143405;-1.143230;-1.143361
-1.143280;-1.148840;-1.148895;-1.148705;-1.148858
-1.148812;-1.154219;-1.154323;-1.154132;-1.154276
-1.154196;-1.159794;-1.159893;-1.159681;-1.159825
-1.159645;-1.165155;-1.165206;-1.165051;-1.165233
-1.165109;-1.170465;-1.170497;-1.170318;-1.170534
-1.170381;-1.175779;-1.175752;-1.175625;-1.175855
-1.175709;-1.181041;-1.180921;-1.180811;-1.181085
-1.180909;-1.186341;-1.186280;-1.186122;-1.186424
-1.186148;-1.191519;-1.191382;-1.191252;-1.191596
-1.191378;-1.196648;-1.196413;-1.196258;-1.196684
-1.196446;-1.201634;-1.201428;-1.201283;-1.201680
-1.201479;-1.206659;-1.206411;-1.206229;-1.206613
-1.206456;-1.211683;-1.211441;-1.211268;-1.211607
-1.211436;-1.216575;-1.216342;-1.216151;-1.216424
-1.216403;-1.221368;-1.221154;-1.220944;-1.221187
-1.221234;-1.226104;-1.225882;-1.225731;-1.225867
-1.225977;-1.230805;-1.230656;-1.230450;-1.230526
-1.230676;-1.235541;-1.235459;-1.235222;-1.235272
-1.235406;-1.240194;-1.240147;-1.239860;-1.239954
-1.240087;-1.244670;-1.244727;-1.244445;-1.244504
-1.244655;-1.249219;-1.249280;-1.248991;-1.249044
-1.249088;-1.253707;-1.253752;-1.253487;-1.253567
-1.253601;-1.258247;-1.258279;-1.258090;-1.258157
-1.258041;-1.262684;-1.262697;-1.262546;-1.262573
-1.262543;-1.266955;-1.266989;-1.266893;-1.266923
-1.266872;-1.271281;-1.271280;-1.271213;-1.271248
-1.271141;-1.275536;-1.275483;-1.275474;-1.275502
-1.275415;-1.279823;-1.279790;-1.279747;-1.279819
-1.279657;-1.284019;-1.284021;-1.283933;-1.283979
-1.283869;-1.288073;-1.288055;-1.287937;-1.288016
-1.287911;-1.292089;-1.292106;-1.291947;-1.292074
-1.291931;-1.296049;-1.296074;-1.295825;-1.295999
-1.295878;-1.300128;-1.300147;-1.299857;-1.300038
-1.299859;-1.304047;-1.304017;-1.303769;-1.303995
-1.303810;-1.307770;-1.307746;-1.307501;-1.307738
-1.307596;-1.311599;-1.311470;-1.311269;-1.311519
-1.311377;-1.315256;-1.315156;-1.314986;-1.315284
-1.315054;-1.319064;-1.318913;-1.318817;-1.318994
-1.318849;-1.322731;-1.322548;-1.322516;-1.322681
-1.322619;-1.326241;-1.326051;-1.326100;-1.326227
-1.326202;-1.329747;-1.329618;-1.329672;-1.329713
-1.329759;-1.333189;-1.333096;-1.333202;-1.333195
-1.333237;-1.336770;-1.336733;-1.336801;-1.336763
-1.336759;-1.340245;-1.340250;-1.340367;-1.340227
-1.340303;-1.343617;-1.343691;-1.343755;-1.343585
-1.343743;-1.346986;-1.347091;-1.347183;-1.347013
-1.347089;-1.350297;-1.350423;-1.350490;-1.350330
-1.350315;-1.353669;-1.353747;-1.353834;-1.353710
-1.353614;-1.356851;-1.356921;-1.357009;-1.356905
-1.356862;-1.359876;-1.359891;-1.360011;-1.359929
-1.359807;-1.362846;-1.362751;-1.362879;-1.362926
-1.362727;-1.365713;-1.365536;-1.365657;-1.365768
-1.365507;-1.368687;-1.368376;-1.368523;-1.368691
-1.368278;-1.371392;-1.371129;-1.371231;-1.371461
-1.371117;-1.374031;-1.373677;-1.373768;-1.374093
-1.373699;-1.376638;-1.376324;-1.376392;-1.376733
-1.376334;-1.379178;-1.378917;-1.378897;-1.379285
-1.378856;-1.381848;-1.381606;-1.381578;-1.381985
-1.381478;-1.384368;-1.384178;-1.384157;-1.384525
-1.384177;-1.386817;-1.386710;-1.386606;-1.386988
-1.386676;-1.389251;-1.389223;-1.389095;-1.389446
-1.389126;-1.391674;-1.391650;-1.391532;-1.391813
-1.391524;-1.394182;-1.394186;-1.394036;-1.394342
-1.393995;-1.396544;-1.396589;-1.396430;-1.396689
-1.396422;-1.398735;-1.398823;-1.398672;-1.398920
-1.398667;-1.400942;-1.401031;-1.400865;-1.401056
-1.400802;-1.403077;-1.403139;-1.403023;-1.403129
-1.402900;-1.405178;-1.405302;-1.405190;-1.405319
-1.405013;-1.407245;-1.407366;-1.407256;-1.407310
-1.407043;-1.409112;-1.409231;-1.409197;-1.409190
-1.408911;-1.410949;-1.411130;-1.411030;-1.411023
-1.410766;-1.412730;-1.412932;-1.412828;-1.412723
-1.412619;-1.414657;-1.414831;-1.414714;-1.414599
-1.414379;-1.416399;-1.416645;-1.416436;-1.416355
-1.416124;-1.417990;-1.418236;-1.418033;-1.417918
-1.417741;-1.419601;-1.419864;-1.419637;-1.419533
-1.419398;-1.421162;-1.421407;-1.421165;-1.421016
-1.421002;-1.422820;-1.422987;-1.422727;-1.422642
-1.422577;-1.424286;-1.424469;-1.424240;-1.424165
-1.424124;-1.425669;-1.425780;-1.425577;-1.425543
-1.425488;-1.426954;-1.427044;-1.426880;-1.426854
-1.426818;-1.428214;-1.428244;-1.428162;-1.428130
-1.428146;-1.429610;-1.429547;-1.429470;-1.429489
-1.429384;-1.430784;-1.430745;-1.430701;-1.430722
-1.430663;-1.431853;-1.431782;-1.431744;-1.431791
-1.431701;-1.432915;-1.432818;-1.432849;-1.432817
-1.432722;-1.433897;-1.433805;-1.433828;-1.433820
-1.433659;-1.435007;-1.434910;-1.434917;-1.434883
-1.434600;-1.435937;-1.435840;-1.435838;-1.435843
-1.435592;-1.436737;-1.436661;-1.436658;-1.436664
-1.436321;-1.437531;-1.437445;-1.437443;-1.437408
-1.437082;-1.438172;-1.438149;-1.438153;-1.438110
-1.437773;-1.438997;-1.438986;-1.438928;-1.438870
-1.438491;-1.439617;-1.439632;-1.439571;-1.439582
-1.439288;-1.440107;-1.440140;-1.440004;-1.440021
-1.439817;-1.440516;-1.440599;-1.440480;-1.440456
-1.440374;-1.440860;-1.441027;-1.440884;-1.440837
-1.440797;-1.441346;-1.441513;-1.441338;-1.441271
-1.441282;-1.441655;-1.441901;-1.441671;-1.441698
-1.441816;-1.441848;-1.442097;-1.441863;-1.441832
-1.442050;-1.442037;-1.442260;-1.442064;-1.442029
-1.442287;-1.442128;-1.442369;-1.442163;-1.442134
-1.442364;-1.442395;-1.442561;-1.442399;-1.442348
-1.442502;-1.442481;-1.442689;-1.442478;-1.442478
-1.442665;-1.442451;-1.442569;-1.442431;-1.442411
-1.442549;-1.442374;-1.442462;-1.442364;-1.442347
-1.442434;-1.442239;-1.442252;-1.442170;-1.442147
-1.442181;-1.442252;-1.442159;-1.442126;-1.442091
-1.442046;-1.442060;-1.441914;-1.441891;-1.441878
-1.441917;-1.441761;-1.441524;-1.441530;-1.441507
-1.441569;-1.441333;-1.441067;-1.441082;-1.441097
-1.441182;-1.440879;-1.440564;-1.440589;-1.440573
-1.440685;-1.440576;-1.440204;-1.440214;-1.440253
-1.440322;-1.440103;-1.439700;-1.439680;-1.439754
-1.439859;-1.439414;-1.439047;-1.439006;-1.439102
-1.439312;-1.438746;-1.438398;-1.438303;-1.438413
-1.438636;-1.437976;-1.437670;-1.437558;-1.437726
-1.437860;-1.437255;-1.437114;-1.436956;-1.437106
-1.437179;-1.436479;-1.436385;-1.436224;-1.436294
-1.436446;-1.435477;-1.435550;-1.435331;-1.435416
-1.435564;-1.434491;-1.434613;-1.434386;-1.434426
-1.434556;-1.433446;-1.433634;-1.433409;-1.433396
-1.433541;-1.432509;-1.432757;-1.432581;-1.432515
-1.432555;-1.431462;-1.431723;-1.431547;-1.431457
-1.431520;-1.430206;-1.430485;-1.430370;-1.430192
-1.430349;-1.429001;-1.429178;-1.429124;-1.428951
-1.429077;-1.427661;-1.427853;-1.427833;-1.427656
-1.427782;-1.426489;-1.426594;-1.426613;-1.426425
-1.426492;-1.425183;-1.425241;-1.425259;-1.425127
-1.425270;-1.423671;-1.423705;-1.423764;-1.423652
-1.423773;-1.422137;-1.422107;-1.422137;-1.422130
-1.422185;-1.420515;-1.420541;-1.420506;-1.420549
-1.420580;-1.419059;-1.419054;-1.418979;-1.419106
-1.418948;-1.417420;-1.417412;-1.417309;-1.417553
-1.417427;-1.415626;-1.415607;-1.415471;-1.415823
-1.415639;-1.413835;-1.413833;-1.413646;-1.414000
-1.413819;-1.411928;-1.411917;-1.411773;-1.412147
-1.411946;-1.410202;-1.410148;-1.410017;-1.410390
-1.410104;-1.408333;-1.408252;-1.408192;-1.408513
-1.408347;-1.406286;-1.406177;-1.406189;-1.406440
-1.406336;-1.404213;-1.404084;-1.404144;-1.404353
-1.404271;-1.402076;-1.401900;-1.402009;-1.402243
-1.402141;-1.400077;-1.399922;-1.400015;-1.400156
-1.400011;-1.397917;-1.397794;-1.397926;-1.397995
-1.398015;-1.395556;-1.395481;-1.395577;-1.395632
-1.395679;-1.393198;-1.393183;-1.393200;-1.393212
