13/11/2021 19:11:50.999;13/11/2021 19:11:51.099;13/11/2021 19:11:51.199;13/11/2021 19:11:51.299;13/11/2021 19:11:51.399;13/11/2021 19:11:51.499;13/11/2021 19:11:51.599;13/11/2021 19:11:51.699;13/11/2021 19:11:51.799;13/11/2021 19:11:51.899;13/11/2021 19:11:51.999;13/11/2021 19:11:52.099;13/11/2021 19:11:52.199;13/11/2021 19:11:52.299;13/11/2021 19:11:52.399;13/11/2021 19:11:52.499;13/11/2021 19:11:52.599;13/11/2021 19:11:52.699;13/11/2021 19:11:52.799;13/11/2021 19:11:52.899;13/11/2021 19:11:52.999;13/11/2021 19:11:53.099;13/11/2021 19:11:53.199;13/11/2021 19:11:53.299;13/11/2021 19:11:53.399;13/11/2021 19:11:53.499;13/11/2021 19:11:53.599;13/11/2021 19:11:53.699;13/11/2021 19:11:53.799;13/11/2021 19:11:53.899;13/11/2021 19:11:53.999;13/11/2021 19:11:54.099;13/11/2021 19:11:54.199;13/11/2021 19:11:54.299;13/11/2021 19:11:54.399;13/11/2021 19:11:54.499;13/11/2021 19:11:54.599;13/11/2021 19:11:54.699;13/11/2021 19:11:54.799;13/11/2021 19:11:54.899;13/11/2021 19:11:54.999;13/11/2021 19:11:55.099;13/11/2021 19:11:55.199;13/11/2021 19:11:55.299;13/11/2021 19:11:55.399;13/11/2021 19:11:55.499;13/11/2021 19:11:55.599;13/11/2021 19:11:55.699;13/11/2021 19:11:55.799;13/11/2021 19:11:55.899
104.573515;104.575345;104.571388;104.571041;104.569310;104.570052;104.574108;104.573910;104.570645;104.577819;104.587910;104.575345;104.578808;104.574652;104.578660;104.578709;104.564561;104.569013;104.582023;104.568370;104.577472;104.581084;104.572872;104.572971;104.581826;104.578363;104.573614;104.579946;104.582815;104.583903;104.580787;104.586278;104.575691;104.574999;104.577670;104.568123;104.573614;104.572228;104.575592;104.569409;104.578561;104.583458;104.573069;104.572080;104.571338;104.579154;104.565600;104.583903;104.580787;104.572179
104.206649;104.209469;104.204225;104.205165;104.202147;104.203087;104.206896;104.210112;104.203236;104.210112;104.222232;104.208826;104.212190;104.208479;104.211200;104.210458;104.199525;104.200812;104.213773;104.201752;104.210607;104.213080;104.205610;104.204472;104.212635;104.209123;104.205116;104.211448;104.214515;104.217730;104.212635;104.217384;104.211299;104.204819;104.211942;104.200169;104.203137;104.206649;104.207787;104.204769;104.211744;104.215455;104.204670;104.206995;104.202147;104.213674;104.196706;104.215108;104.212388;104.203631
103.833748;103.836568;103.833303;103.834886;103.827812;103.828653;103.832264;103.835925;103.826625;103.835282;103.847451;103.834144;103.837805;103.835529;103.837409;103.836519;103.826031;103.828999;103.841713;103.832511;103.839437;103.840526;103.835776;103.833946;103.839091;103.837656;103.832264;103.839041;103.839635;103.848737;103.838547;103.844285;103.840229;103.830533;103.842603;103.830285;103.830780;103.835331;103.835826;103.833600;103.840476;103.844038;103.832462;103.836519;103.829345;103.841762;103.826179;103.841465;103.840278;103.832808
103.458324;103.458869;103.455999;103.459561;103.452190;103.453180;103.456890;103.460699;103.450756;103.457632;103.469999;103.456791;103.459759;103.458225;103.457483;103.458918;103.450063;103.451893;103.461144;103.454268;103.461540;103.460996;103.459759;103.455752;103.459314;103.457187;103.451745;103.460254;103.462430;103.469505;103.459808;103.464805;103.462925;103.452635;103.463865;103.454169;103.452734;103.460105;103.457335;103.458176;103.463123;103.466734;103.456544;103.459759;103.450558;103.463519;103.448876;103.459858;103.462134;103.454713
103.076717;103.077954;103.074590;103.079289;103.070632;103.070978;103.074441;103.079586;103.070533;103.075084;103.087106;103.074095;103.079784;103.078943;103.076766;103.078152;103.071424;103.073056;103.079883;103.079240;103.082406;103.081219;103.081268;103.075975;103.076667;103.075579;103.070682;103.079537;103.081515;103.088689;103.079487;103.081070;103.083296;103.071127;103.083247;103.076321;103.071374;103.079784;103.077212;103.078745;103.082604;103.085226;103.074046;103.080427;103.071523;103.083742;103.070781;103.078646;103.081219;103.075629
102.690756;102.691597;102.688085;102.694565;102.684424;102.686551;102.687640;102.692042;102.684226;102.685216;102.697484;102.686650;102.691745;102.689420;102.686205;102.687244;102.684127;102.684276;102.690558;102.691894;102.695357;102.689717;102.693477;102.689420;102.686799;102.685067;102.682049;102.689371;102.691745;102.700155;102.691003;102.690360;102.696643;102.681901;102.695851;102.691548;102.682297;102.692042;102.690212;102.690509;102.695159;102.696791;102.686452;102.694862;102.682594;102.696099;102.684028;102.687936;102.694169;102.687442
102.302915;102.306477;102.299304;102.308654;102.298612;102.300294;102.302569;102.306329;102.300640;102.298117;102.310187;102.301877;102.307071;102.305389;102.299057;102.301778;102.299749;102.300590;102.305339;102.307813;102.309248;102.303509;102.307021;102.302866;102.298908;102.297672;102.295347;102.301481;102.305537;102.310138;102.304498;102.301580;102.308209;102.293022;102.308555;102.304746;102.296089;102.303756;102.302520;102.304498;102.306477;102.308209;102.299255;102.308604;102.295050;102.306873;102.298067;102.298315;102.305933;102.300096
101.912206;101.914877;101.906368;101.918736;101.907852;101.908891;101.909633;101.913047;101.908297;101.904835;101.914580;101.907457;101.913145;101.912948;101.904340;101.907407;101.906813;101.908941;101.911117;101.918043;101.915025;101.910870;101.915916;101.911464;101.903845;101.904142;101.902510;101.908842;101.910573;101.916410;101.911068;101.906467;101.914729;101.902955;101.914778;101.914234;101.902856;101.910276;101.909435;101.911760;101.913294;101.914481;101.906813;101.917202;101.904637;101.914036;101.909485;101.904736;101.914778;101.909138
101.514471;101.520111;101.509574;101.523870;101.513877;101.514966;101.515114;101.517192;101.515510;101.508733;101.516697;101.513877;101.517884;101.519814;101.507199;101.512245;101.511256;101.513531;101.515658;101.522831;101.516697;101.513778;101.517043;101.515411;101.503885;101.505616;101.505913;101.511453;101.510909;101.516697;101.514669;101.509326;101.514669;101.506803;101.516153;101.518231;101.505962;101.512344;101.511354;101.514817;101.516648;101.516054;101.509870;101.519171;101.508287;101.515658;101.515213;101.506902;101.519121;101.512542
101.114065;101.118418;101.105705;101.120744;101.113768;101.114115;101.113867;101.115994;101.115846;101.106051;101.112136;101.111839;101.116143;101.119903;101.104814;101.112878;101.110108;101.113620;101.116192;101.122821;101.115846;101.114411;101.115450;101.116440;101.103874;101.105161;101.106199;101.111196;101.109910;101.115302;101.116588;101.108970;101.112828;101.105853;101.112878;101.118913;101.104072;101.109811;101.111344;101.114065;101.115055;101.114807;101.108623;101.120941;101.109366;101.115797;101.115846;101.107387;101.118765;101.111592
100.705447;100.712225;100.698076;100.713560;100.708366;100.708712;100.706734;100.708168;100.709306;100.698522;100.702578;100.703765;100.706486;100.712225;100.697087;100.705299;100.701391;100.704211;100.706981;100.713709;100.703914;100.706041;100.705744;100.706585;100.691992;100.694168;100.697878;100.701045;100.697681;100.705497;100.708960;100.700451;100.701045;100.699758;100.705200;100.709603;100.696394;100.701143;100.701638;100.706041;100.706783;100.704112;100.699758;100.709998;100.700995;100.705991;100.707377;100.700352;100.711680;100.703567
100.295296;100.305140;100.289409;100.306278;100.301579;100.300985;100.297967;100.299798;100.303508;100.291338;100.292674;100.297126;100.299649;100.306179;100.290299;100.299550;100.294653;100.298957;100.300441;100.308010;100.295494;100.300787;100.297473;100.299699;100.284561;100.286639;100.291289;100.293713;100.288815;100.296632;100.300490;100.292625;100.291685;100.292278;100.295988;100.300886;100.289261;100.292575;100.294010;100.296879;100.298215;100.293911;100.292031;100.300886;100.295246;100.295049;100.300836;100.294702;100.304299;100.296434
99.883512;99.891773;99.875745;99.892466;99.889003;99.887024;99.886332;99.886925;99.889547;99.878268;99.878021;99.884106;99.885293;99.891081;99.875943;99.886233;99.879604;99.884600;99.887420;99.892219;99.878961;99.887222;99.883957;99.887321;99.872431;99.875251;99.878812;99.881583;99.874558;99.883215;99.888360;99.883463;99.879208;99.881088;99.882671;99.886728;99.876982;99.880791;99.882275;99.883660;99.885243;99.879802;99.880000;99.888212;99.884452;99.884452;99.888508;99.885441;99.892862;99.882374
99.462626;99.471431;99.456343;99.472371;99.469205;99.467771;99.467721;99.469156;99.472421;99.462428;99.460845;99.466732;99.466435;99.474795;99.459064;99.469106;99.460746;99.465990;99.469403;99.473806;99.458371;99.469997;99.464011;99.468067;99.452336;99.458371;99.459954;99.463516;99.453078;99.463516;99.468711;99.466138;99.459361;99.461735;99.463813;99.466633;99.458075;99.460598;99.463368;99.465446;99.465198;99.460202;99.460251;99.466930;99.467573;99.466633;99.470096;99.468908;99.474498;99.465297
99.038475;99.047874;99.037188;99.048467;99.045747;99.043471;99.046538;99.046043;99.048418;99.040255;99.037238;99.040899;99.045351;99.049853;99.037089;99.046835;99.038227;99.044906;99.048517;99.050199;99.036595;99.047824;99.041641;99.048121;99.032043;99.039810;99.040651;99.042135;99.032538;99.041492;99.046093;99.045202;99.038079;99.043174;99.042976;99.043817;99.037831;99.040453;99.042927;99.044361;99.043323;99.037683;99.039266;99.044658;99.046588;99.045005;99.047429;99.050446;99.053266;99.044213
98.608140;98.617539;98.608882;98.618973;98.618182;98.613730;98.619765;98.618973;98.620210;98.614571;98.610168;98.613433;98.616401;98.622288;98.609277;98.616648;98.609129;98.616154;98.618132;98.619518;98.606853;98.618874;98.611751;98.617044;98.603193;98.612938;98.610069;98.612938;98.603638;98.613087;98.615857;98.618825;98.608981;98.613977;98.614373;98.614373;98.610811;98.611553;98.615708;98.616302;98.614175;98.609080;98.610910;98.615016;98.620606;98.617687;98.618825;98.625998;98.623920;98.616450
98.178151;98.188144;98.181663;98.190172;98.186462;98.184780;98.190320;98.189381;98.189974;98.188292;98.181416;98.186116;98.188342;98.192151;98.181960;98.188985;98.182752;98.188836;98.190716;98.192695;98.179388;98.190914;98.185472;98.189479;98.177211;98.187995;98.182109;98.185769;98.177359;98.184780;98.187550;98.190914;98.181812;98.186165;98.188638;98.184285;98.183345;98.183988;98.185571;98.188638;98.183988;98.179685;98.181762;98.186462;98.192200;98.190172;98.187154;98.199918;98.195267;98.190024
97.743809;97.753307;97.750240;97.756721;97.750834;97.749745;97.759986;97.756770;97.755484;97.757413;97.748706;97.750290;97.752466;97.756869;97.745887;97.752417;97.749003;97.753456;97.755533;97.756869;97.744452;97.755286;97.749547;97.756028;97.744502;97.757413;97.749399;97.752862;97.744996;97.748805;97.752367;97.756077;97.748162;97.753851;97.757116;97.750092;97.750092;97.751427;97.752714;97.755484;97.750933;97.747519;97.751130;97.754791;97.759788;97.757660;97.753010;97.768000;97.759441;97.755830
97.306746;97.312782;97.312584;97.317728;97.311644;97.310407;97.321587;97.317036;97.318866;97.322972;97.313721;97.313474;97.315948;97.319955;97.311842;97.317580;97.313227;97.317630;97.318174;97.319559;97.309665;97.317778;97.310951;97.317234;97.308824;97.321439;97.311198;97.315304;97.309566;97.311248;97.312979;97.318668;97.312880;97.313969;97.317481;97.310803;97.312386;97.312336;97.315700;97.316986;97.312188;97.309319;97.312880;97.316343;97.322527;97.322181;97.313870;97.329799;97.320746;97.319064
96.866221;96.870920;96.872355;96.876906;96.868298;96.868546;96.880369;96.876659;96.877500;96.881705;96.873987;96.870673;96.873097;96.876213;96.869139;96.875125;96.872107;96.875125;96.873690;96.879726;96.870821;96.875620;96.870376;96.874977;96.870277;96.883090;96.870821;96.875224;96.870673;96.869288;96.872899;96.877153;96.872454;96.873394;96.877549;96.870970;96.873295;96.872899;96.875620;96.878885;96.871118;96.870574;96.873690;96.876708;96.881754;96.882941;96.871811;96.889224;96.878440;96.879330
96.420055;96.421490;96.423617;96.429405;96.419017;96.420600;96.433956;96.429405;96.431334;96.437766;96.430246;96.424161;96.427377;96.428812;96.421342;96.428020;96.426091;96.427575;96.425843;96.431730;96.424854;96.424508;96.420550;96.426585;96.423568;96.437518;96.422133;96.426140;96.421490;96.419610;96.423221;96.427179;96.425794;96.423271;96.426932;96.422578;96.425151;96.427130;96.428218;96.431532;96.421836;96.425151;96.426734;96.430444;96.433709;96.435638;96.423221;96.440734;96.429603;96.432324
95.977254;95.975078;95.976809;95.984180;95.972901;95.973890;95.985615;95.981459;95.983141;95.989968;95.984724;95.978590;95.980222;95.983240;95.975028;95.982795;95.980123;95.982795;95.977749;95.986752;95.982646;95.979480;95.974434;95.978986;95.979827;95.992540;95.975968;95.979926;95.973445;95.973346;95.975770;95.979629;95.981212;95.974830;95.980272;95.975770;95.976215;95.980420;95.980915;95.984279;95.974335;95.979184;95.980717;95.983883;95.987049;95.988830;95.976512;95.991848;95.981954;95.983933
95.528616;95.524213;95.524411;95.532524;95.521640;95.522778;95.534305;95.530941;95.532969;95.538856;95.535888;95.527577;95.529259;95.531633;95.522283;95.530149;95.528715;95.529209;95.523273;95.534305;95.531683;95.527181;95.521492;95.525994;95.529160;95.540340;95.524213;95.529407;95.522778;95.520948;95.525400;95.527478;95.529704;95.524460;95.528665;95.528071;95.526686;95.530545;95.531386;95.534750;95.525450;95.528715;95.531979;95.534156;95.536432;95.540439;95.526587;95.538806;95.531683;95.534255
95.074090;95.066917;95.066521;95.074832;95.064889;95.066966;95.076118;95.071518;95.076564;95.079878;95.080620;95.073645;95.074140;95.073991;95.066373;95.075129;95.072705;95.072408;95.066571;95.078592;95.077009;95.070182;95.064641;95.069588;95.074288;95.082154;95.069341;95.072408;95.064790;95.064790;95.066868;95.068005;95.071814;95.066224;95.068846;95.072606;95.070231;95.073051;95.073002;95.078196;95.068352;95.072655;95.075327;95.077306;95.078493;95.083044;95.070578;95.080571;95.072606;95.076465
94.619565;94.608780;94.608384;94.616151;94.609028;94.610066;94.616201;94.611946;94.617982;94.617734;94.623374;94.614024;94.614024;94.613480;94.605911;94.614865;94.612391;94.610363;94.605960;94.617141;94.616300;94.610165;94.604922;94.609473;94.615607;94.620801;94.610017;94.613678;94.605565;94.607098;94.608088;94.610264;94.613084;94.606703;94.608384;94.615656;94.613529;94.615211;94.614667;94.618229;94.611155;94.614469;94.617635;94.616052;94.618823;94.622978;94.612342;94.619713;94.612194;94.617388
94.154552;94.143174;94.142135;94.150000;94.143025;94.146636;94.147675;94.146389;94.152573;94.151039;94.157322;94.151682;94.150891;94.149060;94.141591;94.149605;94.148219;94.142728;94.140403;94.151138;94.152573;94.144954;94.140304;94.144113;94.148615;94.153463;94.143569;94.146290;94.139068;94.138820;94.143817;94.142778;94.145251;94.141739;94.140947;94.151336;94.147280;94.148813;94.146241;94.151237;94.144806;94.148863;94.151583;94.150198;94.151336;94.156481;94.146785;94.151979;94.146983;94.151138
93.691171;93.679150;93.677864;93.684295;93.680436;93.684938;93.681129;93.680931;93.686422;93.682761;93.690281;93.688005;93.685185;93.684047;93.674648;93.683107;93.681722;93.675093;93.675242;93.683256;93.686076;93.679842;93.675885;93.679645;93.681821;93.686422;93.680090;93.681871;93.673115;93.674005;93.677765;93.677418;93.678358;93.676973;93.675588;93.689044;93.685482;93.682069;93.679249;93.685284;93.679991;93.683305;93.684295;93.683602;93.684146;93.687362;93.680387;93.683800;93.678853;93.683503
93.219727;93.207805;93.204886;93.210822;93.210921;93.216561;93.208201;93.209536;93.213543;93.209635;93.219480;93.217253;93.212950;93.212504;93.203204;93.210229;93.210575;93.201819;93.204589;93.208943;93.211268;93.207755;93.202512;93.209091;93.207953;93.211663;93.205875;93.212405;93.200681;93.202215;93.205826;93.207459;93.204985;93.206815;93.204886;93.220123;93.217600;93.211812;93.205925;93.213246;93.209784;93.212356;93.212257;93.210526;93.211119;93.215176;93.210130;93.211070;93.208497;93.213296
92.743039;92.733145;92.729732;92.734481;92.735916;92.743732;92.731612;92.730820;92.737597;92.731760;92.740961;92.741802;92.737449;92.737894;92.728495;92.734184;92.735470;92.726071;92.729979;92.733739;92.735965;92.734629;92.729880;92.736361;92.731612;92.734580;92.730078;92.739131;92.725082;92.727753;92.730523;92.731760;92.727258;92.735569;92.729336;92.744375;92.743286;92.735965;92.729039;92.735025;92.731562;92.737152;92.735223;92.732749;92.732700;92.735371;92.733838;92.731859;92.731810;92.736212
92.262987;92.256606;92.252698;92.255567;92.258436;92.267044;92.253539;92.252747;92.257348;92.253588;92.261701;92.263185;92.257546;92.257397;92.249383;92.254132;92.256507;92.244387;92.252401;92.251956;92.255616;92.253984;92.252203;92.257793;92.249977;92.252995;92.248839;92.259673;92.246613;92.251956;92.252401;92.254429;92.248097;92.259426;92.252846;92.265214;92.264768;92.257744;92.253143;92.257645;92.253687;92.257298;92.254627;92.254578;92.252104;92.254775;92.254182;92.253638;92.253984;92.258040
91.776702;91.770915;91.766067;91.768837;91.772498;91.781155;91.768243;91.765720;91.769579;91.767155;91.773685;91.776604;91.770717;91.772498;91.764780;91.769282;91.773685;91.760575;91.768540;91.765671;91.769777;91.768342;91.766314;91.773091;91.762604;91.764385;91.761317;91.776455;91.763989;91.767056;91.766561;91.768886;91.760130;91.773784;91.768491;91.777741;91.779918;91.771360;91.767798;91.770123;91.766561;91.771459;91.767402;91.767204;91.765077;91.767897;91.767155;91.765918;91.769628;91.772498
91.289824;91.289774;91.284234;91.286905;91.290121;91.298333;91.285669;91.282008;91.284926;91.283195;91.289428;91.292050;91.285025;91.287449;91.280474;91.284184;91.290170;91.277160;91.283838;91.284085;91.286312;91.286559;91.284382;91.289280;91.277753;91.280128;91.275874;91.294721;91.282255;91.284135;91.283789;91.286608;91.275725;91.292100;91.287697;91.293336;91.295760;91.289676;91.284828;91.287449;91.282107;91.287796;91.279386;91.285619;91.279040;91.282651;91.280870;91.278644;91.286905;91.288142
90.798543;90.801016;90.792260;90.795772;90.799878;90.806557;90.797603;90.791617;90.794189;90.796811;90.800818;90.804825;90.797306;90.799037;90.794832;90.795871;90.801115;90.789193;90.794684;90.795476;90.797801;90.797355;90.797108;90.800521;90.786967;90.790825;90.784196;90.807200;90.793249;90.797652;90.792656;90.797059;90.785483;90.805221;90.800324;90.801560;90.806755;90.802055;90.798444;90.800422;90.794338;90.798543;90.790281;90.797998;90.793150;90.792062;90.792507;90.791468;90.798691;90.800620
90.303700;90.307459;90.298011;90.301424;90.308152;90.311615;90.303106;90.295339;90.300929;90.302562;90.304986;90.307162;90.302760;90.303897;90.300435;90.301523;90.307162;90.296279;90.299742;90.302215;90.305184;90.304293;90.304145;90.308894;90.291629;90.298307;90.289551;90.315424;90.303304;90.306569;90.299940;90.304095;90.291728;90.310378;90.310328;90.305530;90.308548;90.308646;90.307063;90.306618;90.300632;90.304293;90.295141;90.303551;90.299198;90.297516;90.296724;90.295883;90.307459;90.305381
89.803860;89.810885;89.801832;89.805146;89.812270;89.813853;89.809302;89.799754;89.805097;89.808609;89.809005;89.811379;89.807075;89.807570;89.807026;89.805690;89.810885;89.800447;89.803316;89.807966;89.809796;89.809895;89.808807;89.810984;89.795500;89.803415;89.793867;89.818998;89.808213;89.808757;89.803365;89.809252;89.797132;89.815436;89.815832;89.808213;89.811775;89.813902;89.813655;89.811775;89.805097;89.809005;89.798517;89.808411;89.805789;89.803761;89.801139;89.801139;89.814694;89.810340
89.298876;89.309462;89.299123;89.301943;89.309264;89.309264;89.304565;89.297837;89.300854;89.306642;89.306494;89.311243;89.306296;89.305307;89.305900;89.305406;89.308819;89.300805;89.302833;89.307929;89.311738;89.308027;89.310056;89.309858;89.294770;89.301596;89.292692;89.316042;89.308374;89.306543;89.300904;89.305999;89.296254;89.312133;89.314953;89.304070;89.308176;89.310451;89.313667;89.309066;89.304565;89.307335;89.295314;89.306543;89.306098;89.302338;89.299766;89.298084;89.315646;89.307929
88.797255;88.809177;88.799976;88.801757;88.812294;88.808683;88.803835;88.798047;88.801361;88.810216;88.807545;88.810810;88.804379;88.804676;88.804972;88.802895;88.806259;88.799828;88.800965;88.806951;88.810266;88.807050;88.809820;88.808683;88.794139;88.802845;88.792556;88.815015;88.809524;88.805467;88.801608;88.805813;88.798146;88.811453;88.815213;88.801757;88.806209;88.809820;88.814372;88.808881;88.804329;88.807297;88.794683;88.805368;88.807842;88.803340;88.800124;88.795821;88.814767;88.804577
88.286038;88.300384;88.291677;88.295338;88.303797;88.298455;88.296426;88.290836;88.294052;88.302857;88.299493;88.302907;88.300384;88.297811;88.300235;88.296179;88.297960;88.295140;88.296129;88.301522;88.306370;88.302462;88.305974;88.303550;88.289204;88.298603;88.289055;88.307260;88.302165;88.297168;88.293953;88.299691;88.293854;88.304094;88.309882;88.293804;88.297712;88.302758;88.308992;88.303253;88.298257;88.300384;88.288660;88.298603;88.303748;88.299295;88.297069;88.290144;88.311267;88.298900
87.776799;87.791541;87.782785;87.785456;87.794361;87.788672;87.786445;87.779322;87.784417;87.793371;87.790106;87.791046;87.791046;87.786347;87.787385;87.785110;87.785011;87.785011;87.786347;87.789513;87.796785;87.792481;87.797774;87.793569;87.780064;87.788573;87.783279;87.796488;87.792184;87.787089;87.785604;87.788029;87.786149;87.793668;87.800297;87.783032;87.786792;87.792728;87.798813;87.792134;87.788869;87.791590;87.779223;87.787484;87.795746;87.789364;87.787336;87.781202;87.800544;87.786891
87.261525;87.277701;87.267758;87.273249;87.278790;87.273497;87.274041;87.268055;87.272458;87.282896;87.277108;87.279532;87.279334;87.274486;87.274684;87.270182;87.270776;87.273744;87.275327;87.274882;87.284132;87.277701;87.282945;87.280027;87.267115;87.275178;87.271617;87.280769;87.278246;87.271914;87.272606;87.273793;87.273991;87.278048;87.286408;87.270528;87.273497;87.277899;87.284330;87.278394;87.276762;87.278839;87.269094;87.274684;87.283687;87.280373;87.277256;87.269539;87.288684;87.273447
86.741156;86.757332;86.747389;86.755700;86.756837;86.753424;86.753375;86.748873;86.751940;86.762972;86.755353;86.756738;86.757777;86.755353;86.752830;86.749516;86.750110;86.754611;86.756491;86.755502;86.763813;86.758371;86.765791;86.761141;86.750505;86.756837;86.756244;86.760449;86.756788;86.752237;86.755155;86.753127;86.756293;86.756640;86.764357;86.748576;86.751148;86.757134;86.763565;86.758420;86.756986;86.758420;86.750011;86.754364;86.762823;86.761141;86.758074;86.750555;86.767770;86.751495
86.224348;86.241613;86.231571;86.241910;86.238843;86.238150;86.237754;86.232807;86.236913;86.246016;86.237754;86.237012;86.241811;86.237952;86.231966;86.230284;86.231175;86.238496;86.237556;86.235182;86.246411;86.236567;86.244532;86.242503;86.231818;86.238595;86.241316;86.241365;86.236616;86.233648;86.237457;86.234489;86.238546;86.239090;86.245570;86.230977;86.234242;86.239139;86.244136;86.239238;86.240178;86.240228;86.233698;86.236567;86.244185;86.245026;86.240079;86.235033;86.247599;86.232065
85.701010;85.715406;85.707244;85.719809;85.711646;85.713477;85.715159;85.708085;85.714219;85.721491;85.712438;85.713477;85.718275;85.715060;85.709173;85.707738;85.710608;85.716247;85.716593;85.709569;85.722381;85.713378;85.721887;85.720155;85.709519;85.716841;85.719908;85.718770;85.713378;85.710162;85.715406;85.711300;85.715604;85.714714;85.718374;85.708431;85.710954;85.713774;85.719858;85.714417;85.717088;85.715505;85.712685;85.714268;85.719364;85.722381;85.717236;85.712883;85.724805;85.708579
85.175447;85.189051;85.179998;85.194146;85.184401;85.188606;85.189100;85.181383;85.186775;85.192118;85.183312;85.183263;85.189595;85.185786;85.179157;85.178712;85.183411;85.185885;85.187369;85.179454;85.192019;85.182125;85.189842;85.192514;85.182966;85.187864;85.193206;85.191722;85.184005;85.182026;85.188705;85.182471;85.188507;85.187023;85.189842;85.182125;85.184549;85.186775;85.190288;85.187418;85.190486;85.185984;85.184500;85.186825;85.188408;85.192959;85.188507;85.185835;85.194097;85.179355
84.644343;84.657501;84.650328;84.663636;84.654187;84.656611;84.659134;84.652109;84.656759;84.660519;84.652406;84.650922;84.659233;84.657551;84.649537;84.649834;84.654088;84.657056;84.657897;84.648993;84.659530;84.650130;84.655572;84.660964;84.651615;84.656908;84.662102;84.660470;84.650378;84.652060;84.659579;84.649636;84.656116;84.654236;84.656463;84.651169;84.653593;84.656116;84.657897;84.657106;84.658540;84.654583;84.653791;84.657403;84.656759;84.662399;84.657551;84.658145;84.662943;84.648498
84.111161;84.122242;84.116602;84.128673;84.118581;84.121747;84.123627;84.117790;84.121005;84.122539;84.114920;84.112496;84.121153;84.122143;84.111408;84.114178;84.117938;84.119076;84.121698;84.111507;84.119966;84.110864;84.116553;84.124270;84.117146;84.121895;84.126249;84.125259;84.113733;84.116404;84.126645;84.113238;84.121500;84.118433;84.118383;84.117790;84.118581;84.119125;84.121054;84.121054;84.119323;84.114525;84.117295;84.120411;84.118334;84.122934;84.118284;84.121351;84.124567;84.110320
83.578572;83.588516;83.584261;83.595441;83.585053;83.587625;83.590297;83.583519;83.586141;83.588169;83.581194;83.579314;83.585894;83.590494;83.577880;83.582035;83.585449;83.583964;83.587328;83.578325;83.582579;83.574466;83.576593;83.588417;83.580353;83.584410;83.590198;83.589802;83.577286;83.579512;83.593265;83.576099;83.586290;83.582381;83.582480;83.584162;83.585201;83.586141;83.585449;83.585449;83.583717;83.578523;83.582975;83.586784;83.583074;83.586191;83.582629;83.584509;83.587724;83.575258
83.039256;83.046528;83.043758;83.051079;83.044846;83.046380;83.049694;83.043313;83.044549;83.044549;83.039454;83.033963;83.044302;83.050585;83.037821;83.043214;83.048161;83.043016;83.048853;83.039306;83.041334;83.036585;83.034458;83.047616;83.041334;83.045192;83.049991;83.048853;83.037475;83.039256;83.054295;83.035694;83.045984;83.042917;83.041383;83.044599;83.044549;83.046973;83.042521;83.044896;83.041383;83.037475;83.041779;83.046726;83.042620;83.043857;83.041680;83.045341;83.048210;83.035051
82.495982;82.503700;82.500583;82.508053;82.502364;82.503155;82.506124;82.500435;82.500435;82.500633;82.496527;82.490194;82.498951;82.508350;82.494251;82.499841;82.504194;82.496032;82.505975;82.494350;82.494845;82.491332;82.488117;82.501622;82.497269;82.500385;82.503848;82.505184;82.493558;82.494548;82.510675;82.491728;82.503205;82.498406;82.498654;82.502265;82.500781;82.503996;82.498357;82.501127;82.496230;82.492569;82.497714;82.503601;82.498209;82.498901;82.496477;82.499989;82.501869;82.492074
81.949246;81.955479;81.952560;81.957507;81.953846;81.954885;81.956122;81.952857;81.952857;81.952016;81.949345;81.942666;81.950136;81.963691;81.948603;81.956172;81.960179;81.948751;81.961366;81.950334;81.948949;81.947910;81.940787;81.954638;81.950977;81.954044;81.955974;81.957656;81.947267;81.946179;81.964235;81.944249;81.956617;81.950878;81.950977;81.954737;81.954638;81.957656;81.951175;81.953253;81.949592;81.947316;81.949642;81.956270;81.952164;81.950928;81.951323;81.952412;81.955331;81.947267
81.399689;81.402262;81.401075;81.405477;81.400629;81.401371;81.401470;81.399739;81.399492;81.398502;81.395386;81.391329;81.396672;81.410820;81.395435;81.404884;81.404983;81.392714;81.408940;81.397513;81.393902;81.395930;81.386679;81.399046;81.397760;81.400679;81.400728;81.403053;81.396474;81.393803;81.411661;81.392615;81.404142;81.399640;81.398947;81.401718;81.402212;81.407901;81.397513;81.398552;81.396672;81.394594;81.396128;81.403251;81.399788;81.398156;81.398453;81.398947;81.401916;81.394693
80.849836;80.851370;80.849342;80.850281;80.847857;80.849045;80.849490;80.849589;80.848896;80.848946;80.844840;80.840190;80.845928;80.860720;80.846373;80.856861;80.855921;80.842168;80.858988;80.848303;80.844197;80.847660;80.835391;80.848154;80.846373;80.850084;80.846571;80.849787;80.844889;80.839843;80.859681;80.842515;80.852607;80.848402;80.848303;80.850776;80.850578;80.856713;80.845137;80.848105;80.845978;80.845137;80.844939;80.853497;80.849045;80.846621;80.848550;80.847066;80.851469;80.846670
80.294393;80.295382;80.292315;80.291573;80.289842;80.289941;80.290732;80.292068;80.291722;80.291524;80.287913;80.283312;80.288902;80.303396;80.288902;80.301863;80.298944;80.283510;80.302704;80.293008;80.290881;80.294443;80.281877;80.292365;80.291771;80.296768;80.289050;80.294344;80.289496;80.284351;80.302704;80.289891;80.296916;80.294146;80.294888;80.294591;80.293552;80.298746;80.289199;80.291524;80.291474;80.291474;80.287814;80.299291;80.293107;80.291870;80.295382;80.291920;80.295185;80.293057
